"Trx#","Date","Category","ItemName","Price","Order","Discount","TotalAmount","Type","Pcf","Classification"
"23544","04/04/25","CustomBeers","San Mig Apple","-","3","-","-","Actual Sales","Apr-25","Liquors & Beers"
"23544","04/04/25","CustomBeers","Red Horse","-","6","-","-","Actual Sales","Apr-25","Liquors & Beers"
"23544","04/04/25","CustomBeers","Red Horse","-","6","-","-","Actual Sales","Apr-25","Liquors & Beers"
"23544","04/04/25","CustomBeers","San Mig Pale","-","6","-","-","Actual Sales","Apr-25","Liquors & Beers"
"23544","04/04/25","CustomBeers","Red Horse","-","5","-","-","Actual Sales","Apr-25","Liquors & Beers"
"23544","04/04/25","CustomBeers","San Mig Pale","-","1","-","-","Actual Sales","Apr-25","Liquors & Beers"
"14712","04/04/25","Beers and Spirits","Bucket","380","1","-","380","Actual Sales","Apr-25","Liquors & Beers"
"14712","04/04/25","Beers and Spirits","Bucket","380","1","-","380","Actual Sales","Apr-25","Liquors & Beers"
"14712","04/04/25","Beers and Spirits","Bucket","380","1","-","380","Actual Sales","Apr-25","Liquors & Beers"
"14712","04/04/25","Beers and Spirits","Bucket","380","1","-","380","Actual Sales","Apr-25","Liquors & Beers"
"14712","04/04/25","CustomBeers","San Mig Pale","-","2","-","-","Actual Sales","Apr-25","Liquors & Beers"
"14712","04/04/25","CustomBeers","Red Horse","-","4","-","-","Actual Sales","Apr-25","Liquors & Beers"
"14712","04/04/25","CustomBeers","San Mig Pale","-","6","-","-","Actual Sales","Apr-25","Liquors & Beers"
"14712","04/04/25","CustomBeers","San Mig Pale","-","6","-","-","Actual Sales","Apr-25","Liquors & Beers"
"14712","04/04/25","CustomBeers","San Mig Pale","-","6","-","-","Actual Sales","Apr-25","Liquors & Beers"
"23523","04/05/25","Beers and Spirits","Bucket","380","1","-","380","Actual Sales","Apr-25","Liquors & Beers"
"23523","04/05/25","Beers and Spirits","San Mig Pale","70","1","-","70","Actual Sales","Apr-25","Liquors & Beers"
"23523","04/05/25","CustomBeers","Red Horse","-","3","-","-","Actual Sales","Apr-25","Liquors & Beers"
"23523","04/05/25","CustomBeers","San Mig Pale","-","3","-","-","Actual Sales","Apr-25","Liquors & Beers"
"14675","04/05/25","Beers and Spirits","Bucket","380","1","-","380","Actual Sales","Apr-25","Liquors & Beers"
"14675","04/05/25","Beers and Spirits","Bucket","380","1","-","380","Actual Sales","Apr-25","Liquors & Beers"
"14675","04/05/25","CustomBeers","San Mig Light","-","4","-","-","Actual Sales","Apr-25","Liquors & Beers"
"14675","04/05/25","CustomBeers","San Mig Apple","-","2","-","-","Actual Sales","Apr-25","Liquors & Beers"
"14675","04/05/25","CustomBeers","San Mig Apple","-","3","-","-","Actual Sales","Apr-25","Liquors & Beers"
"14675","04/05/25","CustomBeers","San Mig Light","-","3","-","-","Actual Sales","Apr-25","Liquors & Beers"
"18400","04/05/25","Beers and Spirits","Alfonso Light","550","1","-","550","Actual Sales","Apr-25","Liquors & Beers"
"18368","04/05/25","Beers and Spirits","Bucket","380","1","-","380","Actual Sales","Apr-25","Liquors & Beers"
"18368","04/05/25","CustomBeers","Red Horse","-","6","-","-","Actual Sales","Apr-25","Liquors & Beers"
"18366","04/05/25","Beers and Spirits","Bucket","380","1","-","380","Actual Sales","Apr-25","Liquors & Beers"
"18366","04/05/25","CustomBeers","Red Horse","-","3","-","-","Actual Sales","Apr-25","Liquors & Beers"
"18366","04/05/25","CustomBeers","San Mig Pale","-","2","-","-","Actual Sales","Apr-25","Liquors & Beers"
"18366","04/05/25","CustomBeers","San Mig Light","-","1","-","-","Actual Sales","Apr-25","Liquors & Beers"
"23469","04/07/25","Beers and Spirits","Bucket","380","1","-","380","Actual Sales","Apr-25","Liquors & Beers"
"23469","04/07/25","Beers and Spirits","Bucket","380","1","-","380","Actual Sales","Apr-25","Liquors & Beers"
"23469","04/07/25","CustomBeers","San Mig Pale","-","6","-","-","Actual Sales","Apr-25","Liquors & Beers"
"23469","04/07/25","CustomBeers","San Mig Pale","-","6","-","-","Actual Sales","Apr-25","Liquors & Beers"
"23476","04/07/25","Beers and Spirits","Bucket","380","1","-","380","Actual Sales","Apr-25","Liquors & Beers"
"23476","04/07/25","Beers and Spirits","Bucket","380","1","-","380","Actual Sales","Apr-25","Liquors & Beers"
"23476","04/07/25","Beers and Spirits","San Mig Pale","70","3","-","210","Actual Sales","Apr-25","Liquors & Beers"
"23476","04/07/25","CustomBeers","San Mig Pale","-","4","-","-","Actual Sales","Apr-25","Liquors & Beers"
"23476","04/07/25","CustomBeers","Red Horse","-","2","-","-","Actual Sales","Apr-25","Liquors & Beers"
"23476","04/07/25","CustomBeers","San Mig Pale","-","4","-","-","Actual Sales","Apr-25","Liquors & Beers"
"23476","04/07/25","CustomBeers","Red Horse","-","2","-","-","Actual Sales","Apr-25","Liquors & Beers"
"23497","04/07/25","Beers and Spirits","San Mig Pale","70","1","-","70","Actual Sales","Apr-25","Liquors & Beers"
"18357","04/08/25","Beers and Spirits","Bucket","380","1","-","380","Actual Sales","Apr-25","Liquors & Beers"
"18357","04/08/25","Beers and Spirits","Bucket","380","1","-","380","Actual Sales","Apr-25","Liquors & Beers"
"18357","04/08/25","CustomBeers","Red Horse","-","1","-","-","Actual Sales","Apr-25","Liquors & Beers"
"18357","04/08/25","CustomBeers","San Mig Pale","-","5","-","-","Actual Sales","Apr-25","Liquors & Beers"
"18357","04/08/25","CustomBeers","San Mig Pale","-","3","-","-","Actual Sales","Apr-25","Liquors & Beers"
"18357","04/08/25","CustomBeers","Red Horse","-","3","-","-","Actual Sales","Apr-25","Liquors & Beers"
"18355","04/08/25","Beers and Spirits","Bucket","380","1","-","380","Actual Sales","Apr-25","Liquors & Beers"
"18355","04/08/25","CustomBeers","San Mig Pale","-","5","-","-","Actual Sales","Apr-25","Liquors & Beers"
"18355","04/08/25","CustomBeers","Red Horse","-","1","-","-","Actual Sales","Apr-25","Liquors & Beers"
"18321","04/08/25","Beers and Spirits","Bucket","380","1","-","380","Actual Sales","Apr-25","Liquors & Beers"
"18321","04/08/25","Beers and Spirits","Bucket","380","1","-","380","Actual Sales","Apr-25","Liquors & Beers"
"18321","04/08/25","CustomBeers","San Mig Pale","-","6","-","-","Actual Sales","Apr-25","Liquors & Beers"
"18321","04/08/25","CustomBeers","San Mig Pale","-","5","-","-","Actual Sales","Apr-25","Liquors & Beers"
"18321","04/08/25","CustomBeers","Red Horse","-","1","-","-","Actual Sales","Apr-25","Liquors & Beers"
"23438","04/09/25","Beers and Spirits","Bucket","380","1","-","380","Actual Sales","Apr-25","Liquors & Beers"
"23438","04/09/25","Beers and Spirits","Bucket","380","1","-","380","Actual Sales","Apr-25","Liquors & Beers"
"23438","04/09/25","CustomBeers","San Mig Pale","-","6","-","-","Actual Sales","Apr-25","Liquors & Beers"
"23438","04/09/25","CustomBeers","San Mig Pale","-","6","-","-","Actual Sales","Apr-25","Liquors & Beers"
"18340","04/10/25","Beers and Spirits","Red Horse","70","3","-","210","Actual Sales","Apr-25","Liquors & Beers"
"18330","04/10/25","Beers and Spirits","Alfonso Light","550","2","-","1","Actual Sales","Apr-25","Liquors & Beers"
"23408","04/11/25","Beers and Spirits","Alfonso Light","550","1","-","550","Actual Sales","Apr-25","Liquors & Beers"
"23408","04/11/25","Beers and Spirits","Bucket","380","1","-","380","Actual Sales","Apr-25","Liquors & Beers"
"23408","04/11/25","Beers and Spirits","Bucket","380","1","-","380","Actual Sales","Apr-25","Liquors & Beers"
"23408","04/11/25","Beers and Spirits","Bucket","380","1","-","380","Actual Sales","Apr-25","Liquors & Beers"
"23408","04/11/25","Beers and Spirits","Bucket","380","1","-","380","Actual Sales","Apr-25","Liquors & Beers"
"23408","04/11/25","CustomBeers","Red Horse","-","6","-","-","Actual Sales","Apr-25","Liquors & Beers"
"23408","04/11/25","CustomBeers","Red Horse","-","5","-","-","Actual Sales","Apr-25","Liquors & Beers"
"23408","04/11/25","CustomBeers","San Mig Pale","-","1","-","-","Actual Sales","Apr-25","Liquors & Beers"
"23408","04/11/25","CustomBeers","Red Horse","-","5","-","-","Actual Sales","Apr-25","Liquors & Beers"
"23408","04/11/25","CustomBeers","San Mig Pale","-","1","-","-","Actual Sales","Apr-25","Liquors & Beers"
"23408","04/11/25","CustomBeers","Red Horse","-","5","-","-","Actual Sales","Apr-25","Liquors & Beers"
"23408","04/11/25","CustomBeers","San Mig Pale","-","1","-","-","Actual Sales","Apr-25","Liquors & Beers"
"23419","04/12/25","Beers and Spirits","Bucket","380","1","-","380","Actual Sales","Apr-25","Liquors & Beers"
"23419","04/12/25","Beers and Spirits","Bucket","380","1","-","380","Actual Sales","Apr-25","Liquors & Beers"
"23419","04/12/25","CustomBeers","Red Horse","-","6","-","-","Actual Sales","Apr-25","Liquors & Beers"
"23419","04/12/25","CustomBeers","Red Horse","-","5","-","-","Actual Sales","Apr-25","Liquors & Beers"
"23419","04/12/25","CustomBeers","San Mig Pale","-","1","-","-","Actual Sales","Apr-25","Liquors & Beers"
"23420","04/13/25","Beers and Spirits","Bucket","380","1","-","380","Actual Sales","Apr-25","Liquors & Beers"
"23420","04/13/25","Beers and Spirits","Bucket","380","1","-","380","Actual Sales","Apr-25","Liquors & Beers"
"23420","04/13/25","Beers and Spirits","Bucket","380","1","-","380","Actual Sales","Apr-25","Liquors & Beers"
"23420","04/13/25","Beers and Spirits","Bucket","380","1","-","380","Actual Sales","Apr-25","Liquors & Beers"
"23420","04/13/25","Beers and Spirits","Bucket","380","1","-","380","Actual Sales","Apr-25","Liquors & Beers"
"23420","04/13/25","CustomBeers","San Mig Pale","-","3","-","-","Actual Sales","Apr-25","Liquors & Beers"
"23420","04/13/25","CustomBeers","Red Horse","-","3","-","-","Actual Sales","Apr-25","Liquors & Beers"
"23420","04/13/25","CustomBeers","San Mig Pale","-","6","-","-","Actual Sales","Apr-25","Liquors & Beers"
"23420","04/13/25","CustomBeers","San Mig Pale","-","6","-","-","Actual Sales","Apr-25","Liquors & Beers"
"23420","04/13/25","CustomBeers","San Mig Pale","-","6","-","-","Actual Sales","Apr-25","Liquors & Beers"
"23420","04/13/25","CustomBeers","San Mig Pale","-","6","-","-","Actual Sales","Apr-25","Liquors & Beers"
"18296","04/13/25","Beers and Spirits","Bucket","380","1","-","380","Actual Sales","Apr-25","Liquors & Beers"
"18296","04/13/25","Beers and Spirits","Bucket","380","1","-","380","Actual Sales","Apr-25","Liquors & Beers"
"18296","04/13/25","Beers and Spirits","Bucket","380","1","-","380","Actual Sales","Apr-25","Liquors & Beers"
"18296","04/13/25","Beers and Spirits","Bucket","380","1","-","380","Actual Sales","Apr-25","Liquors & Beers"
"18296","04/13/25","Beers and Spirits","Bucket","380","1","-","380","Actual Sales","Apr-25","Liquors & Beers"
"18296","04/13/25","Beers and Spirits","Bucket","380","1","-","380","Actual Sales","Apr-25","Liquors & Beers"
"18296","04/13/25","CustomBeers","Red Horse","-","4","-","-","Actual Sales","Apr-25","Liquors & Beers"
"18296","04/13/25","CustomBeers","San Mig Pale","-","2","-","-","Actual Sales","Apr-25","Liquors & Beers"
"18296","04/13/25","CustomBeers","Red Horse","-","5","-","-","Actual Sales","Apr-25","Liquors & Beers"
"18296","04/13/25","CustomBeers","San Mig Pale","-","1","-","-","Actual Sales","Apr-25","Liquors & Beers"
"18296","04/13/25","CustomBeers","Red Horse","-","4","-","-","Actual Sales","Apr-25","Liquors & Beers"
"18296","04/13/25","CustomBeers","San Mig Pale","-","2","-","-","Actual Sales","Apr-25","Liquors & Beers"
"18296","04/13/25","CustomBeers","Red Horse","-","6","-","-","Actual Sales","Apr-25","Liquors & Beers"
"18296","04/13/25","CustomBeers","Red Horse","-","2","-","-","Actual Sales","Apr-25","Liquors & Beers"
"18296","04/13/25","CustomBeers","San Mig Pale","-","4","-","-","Actual Sales","Apr-25","Liquors & Beers"
"18296","04/13/25","CustomBeers","San Mig Pale","-","6","-","-","Actual Sales","Apr-25","Liquors & Beers"
"18248","04/14/25","Beers and Spirits","San Mig Light","70","1","-","70","Actual Sales","Apr-25","Liquors & Beers"
"18217","04/16/25","Beers and Spirits","Bucket","380","1","-","380","Actual Sales","Apr-25","Liquors & Beers"
"18217","04/16/25","Beers and Spirits","Bucket","380","1","-","380","Actual Sales","Apr-25","Liquors & Beers"
"18217","04/16/25","CustomBeers","San Mig Light","-","6","-","-","Actual Sales","Apr-25","Liquors & Beers"
"18217","04/16/25","CustomBeers","San Mig Light","-","6","-","-","Actual Sales","Apr-25","Liquors & Beers"
"488003","04/16/25","Beers and Spirits","Bucket","380","1","-","380","Actual Sales","Apr-25","Liquors & Beers"
"488003","04/16/25","Beers and Spirits","Alfonso Light","550","1","-","550","Actual Sales","Apr-25","Liquors & Beers"
"488003","04/16/25","Beers and Spirits","Bucket","380","1","-","380","Actual Sales","Apr-25","Liquors & Beers"
"488003","04/16/25","Beers and Spirits","Bucket","380","1","-","380","Actual Sales","Apr-25","Liquors & Beers"
"488003","04/16/25","Beers and Spirits","Bucket","380","1","-","380","Actual Sales","Apr-25","Liquors & Beers"
"488003","04/16/25","Beers and Spirits","Bucket","380","1","-","380","Actual Sales","Apr-25","Liquors & Beers"
"488003","04/16/25","CustomBeers","Red Horse","-","5","-","-","Actual Sales","Apr-25","Liquors & Beers"
"488003","04/16/25","CustomBeers","San Mig Pale","-","1","-","-","Actual Sales","Apr-25","Liquors & Beers"
"488003","04/16/25","CustomBeers","San Mig Pale","-","6","-","-","Actual Sales","Apr-25","Liquors & Beers"
"488003","04/16/25","CustomBeers","Red Horse","-","3","-","-","Actual Sales","Apr-25","Liquors & Beers"
"488003","04/16/25","CustomBeers","San Mig Pale","-","3","-","-","Actual Sales","Apr-25","Liquors & Beers"
"488003","04/16/25","CustomBeers","San Mig Pale","-","1","-","-","Actual Sales","Apr-25","Liquors & Beers"
"488003","04/16/25","CustomBeers","Red Horse","-","5","-","-","Actual Sales","Apr-25","Liquors & Beers"
"488003","04/16/25","CustomBeers","San Mig Pale","-","5","-","-","Actual Sales","Apr-25","Liquors & Beers"
"488003","04/16/25","CustomBeers","Red Horse","-","1","-","-","Actual Sales","Apr-25","Liquors & Beers"
"14751","04/19/25","Beers and Spirits","Bucket","380","1","-","380","Actual Sales","Apr-25","Liquors & Beers"
"14751","04/19/25","Beers and Spirits","Bucket","380","1","-","380","Actual Sales","Apr-25","Liquors & Beers"
"14751","04/19/25","Beers and Spirits","Bucket","380","1","-","380","Actual Sales","Apr-25","Liquors & Beers"
"14751","04/19/25","CustomBeers","Red Horse","-","6","-","-","Actual Sales","Apr-25","Liquors & Beers"
"14751","04/19/25","CustomBeers","Red Horse","-","6","-","-","Actual Sales","Apr-25","Liquors & Beers"
"14751","04/19/25","CustomBeers","Red Horse","-","4","-","-","Actual Sales","Apr-25","Liquors & Beers"
"14751","04/19/25","CustomBeers","San Mig Pale","-","2","-","-","Actual Sales","Apr-25","Liquors & Beers"
"14775","04/19/25","Beers and Spirits","Bucket","380","1","-","380","Actual Sales","Apr-25","Liquors & Beers"
"14775","04/19/25","Beers and Spirits","Bucket","380","1","-","380","Actual Sales","Apr-25","Liquors & Beers"
"14775","04/19/25","Beers and Spirits","Bucket","380","1","-","380","Actual Sales","Apr-25","Liquors & Beers"
"14775","04/19/25","Beers and Spirits","Bucket","380","1","-","380","Actual Sales","Apr-25","Liquors & Beers"
"14775","04/19/25","Beers and Spirits","Bucket","380","1","-","380","Actual Sales","Apr-25","Liquors & Beers"
"14775","04/19/25","CustomBeers","Red Horse","-","5","-","-","Actual Sales","Apr-25","Liquors & Beers"
"14775","04/19/25","CustomBeers","San Mig Pale","-","1","-","-","Actual Sales","Apr-25","Liquors & Beers"
"14775","04/19/25","CustomBeers","Red Horse","-","5","-","-","Actual Sales","Apr-25","Liquors & Beers"
"14775","04/19/25","CustomBeers","San Mig Pale","-","1","-","-","Actual Sales","Apr-25","Liquors & Beers"
"14775","04/19/25","CustomBeers","San Mig Pale","-","3","-","-","Actual Sales","Apr-25","Liquors & Beers"
"14775","04/19/25","CustomBeers","San Mig Light","-","3","-","-","Actual Sales","Apr-25","Liquors & Beers"
"14775","04/19/25","CustomBeers","Red Horse","-","5","-","-","Actual Sales","Apr-25","Liquors & Beers"
"14775","04/19/25","CustomBeers","San Mig Light","-","1","-","-","Actual Sales","Apr-25","Liquors & Beers"
"14775","04/19/25","CustomBeers","San Mig Pale","-","6","-","-","Actual Sales","Apr-25","Liquors & Beers"
"28396","04/20/25","Beers and Spirits","San Mig Light","70","3","-","210","Actual Sales","Apr-25","Liquors & Beers"
"28372","04/20/25","Beers and Spirits","Bucket","380","1","-","380","Actual Sales","Apr-25","Liquors & Beers"
"28372","04/20/25","Beers and Spirits","Bucket","380","1","-","380","Actual Sales","Apr-25","Liquors & Beers"
"28372","04/20/25","CustomBeers","San Mig Pale","-","4","-","-","Actual Sales","Apr-25","Liquors & Beers"
"28372","04/20/25","CustomBeers","Red Horse","-","2","-","-","Actual Sales","Apr-25","Liquors & Beers"
"28372","04/20/25","CustomBeers","San Mig Pale","-","4","-","-","Actual Sales","Apr-25","Liquors & Beers"
"28372","04/20/25","CustomBeers","Red Horse","-","2","-","-","Actual Sales","Apr-25","Liquors & Beers"
"28364","04/20/25","Beers and Spirits","Bucket","380","1","-","380","Actual Sales","Apr-25","Liquors & Beers"
"28364","04/20/25","Beers and Spirits","Bucket","380","1","-","380","Actual Sales","Apr-25","Liquors & Beers"
"28364","04/20/25","CustomBeers","San Mig Pale","-","6","-","-","Actual Sales","Apr-25","Liquors & Beers"
"28364","04/20/25","CustomBeers","San Mig Pale","-","6","-","-","Actual Sales","Apr-25","Liquors & Beers"
"14657","04/21/25","Beers and Spirits","Bucket","380","1","-","380","Actual Sales","Apr-25","Liquors & Beers"
"14657","04/21/25","Beers and Spirits","Bucket","380","1","-","380","Actual Sales","Apr-25","Liquors & Beers"
"14657","04/21/25","CustomBeers","Red Horse","-","5","-","-","Actual Sales","Apr-25","Liquors & Beers"
"14657","04/21/25","CustomBeers","San Mig Pale","-","1","-","-","Actual Sales","Apr-25","Liquors & Beers"
"14657","04/21/25","CustomBeers","San Mig Light","-","5","-","-","Actual Sales","Apr-25","Liquors & Beers"
"14657","04/21/25","CustomBeers","Red Horse","-","1","-","-","Actual Sales","Apr-25","Liquors & Beers"
"14658","04/21/25","Beers and Spirits","Bucket","380","1","-","380","Actual Sales","Apr-25","Liquors & Beers"
"14658","04/21/25","Beers and Spirits","Bucket","380","1","-","380","Actual Sales","Apr-25","Liquors & Beers"
"14658","04/21/25","Beers and Spirits","Bucket","380","1","-","380","Actual Sales","Apr-25","Liquors & Beers"
"14658","04/21/25","Beers and Spirits","Bucket","380","1","-","380","Actual Sales","Apr-25","Liquors & Beers"
"14658","04/21/25","Beers and Spirits","Bucket","380","1","-","380","Actual Sales","Apr-25","Liquors & Beers"
"14658","04/21/25","CustomBeers","Red Horse","-","5","-","-","Actual Sales","Apr-25","Liquors & Beers"
"14658","04/21/25","CustomBeers","San Mig Pale","-","1","-","-","Actual Sales","Apr-25","Liquors & Beers"
"14658","04/21/25","CustomBeers","San Mig Pale","-","1","-","-","Actual Sales","Apr-25","Liquors & Beers"
"14658","04/21/25","CustomBeers","Red Horse","-","5","-","-","Actual Sales","Apr-25","Liquors & Beers"
"14658","04/21/25","CustomBeers","San Mig Pale","-","1","-","-","Actual Sales","Apr-25","Liquors & Beers"
"14658","04/21/25","CustomBeers","Red Horse","-","5","-","-","Actual Sales","Apr-25","Liquors & Beers"
"14658","04/21/25","CustomBeers","Red Horse","-","4","-","-","Actual Sales","Apr-25","Liquors & Beers"
"14658","04/21/25","CustomBeers","San Mig Pale","-","2","-","-","Actual Sales","Apr-25","Liquors & Beers"
"14658","04/21/25","CustomBeers","Red Horse","-","4","-","-","Actual Sales","Apr-25","Liquors & Beers"
"14658","04/21/25","CustomBeers","San Mig Pale","-","2","-","-","Actual Sales","Apr-25","Liquors & Beers"
"22286","04/22/25","Beers and Spirits","Bucket","380","1","-","380","Actual Sales","Apr-25","Liquors & Beers"
"22286","04/22/25","CustomBeers","Red Horse","-","3","-","-","Actual Sales","Apr-25","Liquors & Beers"
"22286","04/22/25","CustomBeers","San Mig Pale","-","3","-","-","Actual Sales","Apr-25","Liquors & Beers"
"22268","04/22/25","Beers and Spirits","Bucket","380","1","-","380","Actual Sales","Apr-25","Liquors & Beers"
"22268","04/22/25","Beers and Spirits","Bucket","380","1","-","380","Actual Sales","Apr-25","Liquors & Beers"
"22268","04/22/25","Beers and Spirits","Bucket","380","1","-","380","Actual Sales","Apr-25","Liquors & Beers"
"22268","04/22/25","Beers and Spirits","Bucket","380","1","-","380","Actual Sales","Apr-25","Liquors & Beers"
"22268","04/22/25","Beers and Spirits","Bucket","380","1","-","380","Actual Sales","Apr-25","Liquors & Beers"
"22268","04/22/25","Beers and Spirits","Bucket","380","1","-","380","Actual Sales","Apr-25","Liquors & Beers"
"22268","04/22/25","Beers and Spirits","Bucket","380","1","-","380","Actual Sales","Apr-25","Liquors & Beers"
"22268","04/22/25","Beers and Spirits","Bucket","380","1","-","380","Actual Sales","Apr-25","Liquors & Beers"
"22268","04/22/25","CustomBeers","Red Horse","-","6","-","-","Actual Sales","Apr-25","Liquors & Beers"
"22268","04/22/25","CustomBeers","Red Horse","-","6","-","-","Actual Sales","Apr-25","Liquors & Beers"
"22268","04/22/25","CustomBeers","Red Horse","-","6","-","-","Actual Sales","Apr-25","Liquors & Beers"
"22268","04/22/25","CustomBeers","Red Horse","-","6","-","-","Actual Sales","Apr-25","Liquors & Beers"
"22268","04/22/25","CustomBeers","Red Horse","-","3","-","-","Actual Sales","Apr-25","Liquors & Beers"
"22268","04/22/25","CustomBeers","San Mig Light","-","3","-","-","Actual Sales","Apr-25","Liquors & Beers"
"22268","04/22/25","CustomBeers","Red Horse","-","4","-","-","Actual Sales","Apr-25","Liquors & Beers"
"22268","04/22/25","CustomBeers","San Mig Pale","-","2","-","-","Actual Sales","Apr-25","Liquors & Beers"
"22268","04/22/25","CustomBeers","Red Horse","-","4","-","-","Actual Sales","Apr-25","Liquors & Beers"
"22268","04/22/25","CustomBeers","San Mig Apple","-","1","-","-","Actual Sales","Apr-25","Liquors & Beers"
"22268","04/22/25","CustomBeers","San Mig Pale","-","1","-","-","Actual Sales","Apr-25","Liquors & Beers"
"22268","04/22/25","CustomBeers","San Mig Apple","-","2","-","-","Actual Sales","Apr-25","Liquors & Beers"
"22268","04/22/25","CustomBeers","San Mig Pale","-","2","-","-","Actual Sales","Apr-25","Liquors & Beers"
"22268","04/22/25","CustomBeers","Red Horse","-","2","-","-","Actual Sales","Apr-25","Liquors & Beers"
"22282","04/22/25","Beers and Spirits","Bucket","380","1","-","380","Actual Sales","Apr-25","Liquors & Beers"
"22282","04/22/25","CustomBeers","Red Horse","-","4","-","-","Actual Sales","Apr-25","Liquors & Beers"
"22282","04/22/25","CustomBeers","San Mig Pale","-","1","-","-","Actual Sales","Apr-25","Liquors & Beers"
"22282","04/22/25","CustomBeers","San Mig Apple","-","1","-","-","Actual Sales","Apr-25","Liquors & Beers"
"28350","04/22/25","Beers and Spirits","Bucket","380","1","-","380","Payments","Apr-25","Liquors & Beers"
"28350","04/22/25","CustomBeers","San Mig Pale","-","6","-","-","Payments","Apr-25","Liquors & Beers"
"28311","04/23/25","Beers and Spirits","San Mig Apple","70","1","-","70","Actual Sales","Apr-25","Liquors & Beers"
"14782","04/23/25","Beers and Spirits","Red Horse","70","2","-","140","Actual Sales","Apr-25","Liquors & Beers"
"28278","04/24/25","Beers and Spirits","Bucket","380","1","-","380","Actual Sales","Apr-25","Liquors & Beers"
"28278","04/24/25","Beers and Spirits","Bucket","380","1","-","380","Actual Sales","Apr-25","Liquors & Beers"
"28278","04/24/25","CustomBeers","San Mig Pale","-","6","-","-","Actual Sales","Apr-25","Liquors & Beers"
"28278","04/24/25","CustomBeers","San Mig Pale","-","6","-","-","Actual Sales","Apr-25","Liquors & Beers"
"22298","04/24/25","Beers and Spirits","San Mig Pale","70","2","-","140","Actual Sales","Apr-25","Liquors & Beers"
"14606","04/25/25","Beers and Spirits","Bucket","380","1","-","380","Actual Sales","Apr-25","Liquors & Beers"
"14606","04/25/25","Beers and Spirits","Bucket","380","1","-","380","Actual Sales","Apr-25","Liquors & Beers"
"14606","04/25/25","Beers and Spirits","Bucket","380","1","-","380","Actual Sales","Apr-25","Liquors & Beers"
"14606","04/25/25","Beers and Spirits","Bucket","380","1","-","380","Actual Sales","Apr-25","Liquors & Beers"
"14606","04/25/25","Beers and Spirits","Bucket","380","1","-","380","Actual Sales","Apr-25","Liquors & Beers"
"14606","04/25/25","CustomBeers","Red Horse","-","6","-","-","Actual Sales","Apr-25","Liquors & Beers"
"14606","04/25/25","CustomBeers","San Mig Pale","-","3","-","-","Actual Sales","Apr-25","Liquors & Beers"
"14606","04/25/25","CustomBeers","San Mig Light","-","3","-","-","Actual Sales","Apr-25","Liquors & Beers"
"14606","04/25/25","CustomBeers","Red Horse","-","6","-","-","Actual Sales","Apr-25","Liquors & Beers"
"14606","04/25/25","CustomBeers","Red Horse","-","4","-","-","Actual Sales","Apr-25","Liquors & Beers"
"14606","04/25/25","CustomBeers","San Mig Pale","-","2","-","-","Actual Sales","Apr-25","Liquors & Beers"
"14606","04/25/25","CustomBeers","Red Horse","-","6","-","-","Actual Sales","Apr-25","Liquors & Beers"
"14695","04/25/25","Beers and Spirits","Bucket","380","1","-","380","Actual Sales","Apr-25","Liquors & Beers"
"14695","04/25/25","CustomBeers","Red Horse","-","4","-","-","Actual Sales","Apr-25","Liquors & Beers"
"14695","04/25/25","CustomBeers","San Mig Pale","-","2","-","-","Actual Sales","Apr-25","Liquors & Beers"
"14604","04/25/25","Beers and Spirits","Bucket","380","1","-","380","Credits","Apr-25","Liquors & Beers"
"14604","04/25/25","Beers and Spirits","Bucket","380","1","-","380","Credits","Apr-25","Liquors & Beers"
"14604","04/25/25","Beers and Spirits","Bucket","380","1","-","380","Credits","Apr-25","Liquors & Beers"
"14604","04/25/25","Beers and Spirits","Alfonso Light","550","1","-","550","Credits","Apr-25","Liquors & Beers"
"14604","04/25/25","Beers and Spirits","Bucket","380","1","-","380","Credits","Apr-25","Liquors & Beers"
"14604","04/25/25","Beers and Spirits","Bucket","380","1","-","380","Credits","Apr-25","Liquors & Beers"
"14604","04/25/25","Beers and Spirits","Bucket","380","1","-","380","Credits","Apr-25","Liquors & Beers"
"14604","04/25/25","Beers and Spirits","Bucket","380","1","-","380","Credits","Apr-25","Liquors & Beers"
"14604","04/25/25","Beers and Spirits","Bucket","380","1","-","380","Credits","Apr-25","Liquors & Beers"
"14604","04/25/25","CustomBeers","San Mig Pale","-","6","-","-","Credits","Apr-25","Liquors & Beers"
"14604","04/25/25","CustomBeers","San Mig Pale","-","6","-","-","Credits","Apr-25","Liquors & Beers"
"14604","04/25/25","CustomBeers","San Mig Pale","-","6","-","-","Credits","Apr-25","Liquors & Beers"
"14604","04/25/25","CustomBeers","San Mig Pale","-","6","-","-","Credits","Apr-25","Liquors & Beers"
"14604","04/25/25","CustomBeers","San Mig Pale","-","6","-","-","Credits","Apr-25","Liquors & Beers"
"14604","04/25/25","CustomBeers","San Mig Pale","-","6","-","-","Credits","Apr-25","Liquors & Beers"
"14604","04/25/25","CustomBeers","San Mig Pale","-","6","-","-","Credits","Apr-25","Liquors & Beers"
"14604","04/25/25","CustomBeers","San Mig Pale","-","6","-","-","Credits","Apr-25","Liquors & Beers"
"14685","04/25/25","Beers and Spirits","Bucket","380","1","-","380","Credits","Apr-25","Liquors & Beers"
"14685","04/25/25","Beers and Spirits","Soju Orig","250","1","-","250","Credits","Apr-25","Liquors & Beers"
